anio,county_code,loan_purpose,lien_status,occupancy_type,n_focal,k_focal,n_ref,k_ref,celda
2020,12011,1,1,2,138.0,26.0,1189.0,197.0,12011|1|1|2
2020,22073,1,1,1,399.0,127.0,1491.0,266.0,22073|1|1|1
2020,26163,1,1,1,3345.0,791.0,12170.0,1336.0,26163|1|1|1
2020,26025,1,1,1,91.0,20.0,1447.0,164.0,26025|1|1|1
2020,37063,4,2,1,128.0,54.0,306.0,95.0,37063|4|2|1
2019,53061,1,1,1,369.0,34.0,8345.0,533.0,53061|1|1|1
2019,53061,32,1,1,162.0,54.0,5857.0,841.0,53061|32|1|1
2020,06031,1,1,1,54.0,8.0,1080.0,69.0,06031|1|1|1
2020,24031,2,1,1,39.0,23.0,264.0,94.0,24031|2|1|1
2020,29019,1,1,1,126.0,14.0,2359.0,128.0,29019|1|1|1
2020,34007,1,2,1,32.0,4.0,84.0,19.0,34007|1|2|1
2020,36047,1,1,1,926.0,194.0,3658.0,635.0,36047|1|1|1
2020,51031,1,1,1,96.0,32.0,660.0,98.0,51031|1|1|1
2021,06095,32,1,1,938.0,201.0,3593.0,420.0,06095|32|1|1
2021,06001,32,1,3,206.0,53.0,620.0,79.0,06001|32|1|3
2021,13073,32,1,1,261.0,85.0,1125.0,185.0,13073|32|1|1
2021,13245,31,1,1,823.0,212.0,677.0,125.0,13245|31|1|1
2021,20091,2,2,1,37.0,16.0,1476.0,360.0,20091|2|2|1
2021,26125,2,2,1,257.0,129.0,2202.0,635.0,26125|2|2|1
2021,29510,1,1,3,71.0,16.0,425.0,29.0,29510|1|1|3
2021,37129,31,1,1,236.0,58.0,4234.0,455.0,37129|31|1|1
2021,08031,4,2,1,72.0,37.0,1354.0,417.0,08031|4|2|1
2021,13059,32,1,1,114.0,34.0,514.0,74.0,13059|32|1|1
2021,25009,4,2,1,44.0,30.0,969.0,334.0,25009|4|2|1
2021,34025,32,1,1,230.0,67.0,6103.0,843.0,34025|32|1|1
2021,34003,1,1,1,574.0,104.0,6411.0,491.0,34003|1|1|1
2021,36047,1,1,1,1289.0,234.0,6202.0,654.0,36047|1|1|1
2021,36067,32,1,1,79.0,24.0,1781.0,262.0,36067|32|1|1
2021,39153,4,2,1,56.0,25.0,981.0,294.0,39153|4|2|1
2021,42079,1,1,1,218.0,52.0,2824.0,328.0,42079|1|1|1
2021,51810,1,1,1,1090.0,89.0,5791.0,242.0,51810|1|1|1
2021,51810,32,1,1,646.0,190.0,3471.0,493.0,51810|32|1|1
2022,06073,31,1,1,251.0,54.0,5820.0,1049.0,06073|31|1|1
2022,12086,32,1,1,1540.0,709.0,6890.0,2204.0,12086|32|1|1
2022,12083,32,1,1,317.0,132.0,2320.0,687.0,12083|32|1|1
2022,12119,1,1,1,75.0,24.0,3022.0,203.0,12119|1|1|1
2022,12105,1,1,3,149.0,36.0,914.0,157.0,12105|1|1|3
2022,13089,32,1,1,3114.0,1129.0,1014.0,184.0,13089|32|1|1
2022,13135,32,1,1,2748.0,968.0,2785.0,558.0,13135|32|1|1
2022,13285,32,1,1,97.0,43.0,218.0,61.0,13285|32|1|1
2022,18089,1,1,1,1086.0,180.0,4712.0,268.0,18089|1|1|1
2022,26081,4,2,1,67.0,35.0,1345.0,405.0,26081|4|2|1
2022,26081,32,1,1,218.0,60.0,2596.0,444.0,26081|32|1|1
2021,36059,1,2,1,37.0,15.0,133.0,53.0,36059|1|2|1
2021,42045,2,1,1,94.0,64.0,396.0,147.0,42045|2|1|1
2021,44007,1,1,3,49.0,4.0,387.0,32.0,44007|1|1|3
2021,48201,31,1,1,6615.0,1809.0,32313.0,5777.0,48201|31|1|1
2021,48139,31,1,1,718.0,152.0,2513.0,370.0,48139|31|1|1
2021,48201,4,2,1,232.0,191.0,1210.0,777.0,48201|4|2|1
2022,24005,32,1,1,1301.0,500.0,2019.0,513.0,24005|32|1|1
2022,28031,1,1,1,152.0,116.0,173.0,79.0,28031|1|1|1
2022,36059,31,2,1,49.0,30.0,513.0,157.0,36059|31|2|1
2022,39165,1,1,1,121.0,17.0,2990.0,171.0,39165|1|1|1
2022,39049,31,1,1,519.0,184.0,2756.0,503.0,39049|31|1|1
2022,42003,1,1,1,953.0,152.0,9566.0,541.0,42003|1|1|1
2022,42007,1,1,1,81.0,17.0,1539.0,112.0,42007|1|1|1
2022,51710,32,1,1,415.0,164.0,493.0,148.0,51710|32|1|1
2022,51177,32,1,1,260.0,91.0,788.0,183.0,51177|32|1|1
2022,51680,32,1,1,68.0,22.0,139.0,29.0,51680|32|1|1
2023,08059,1,1,1,41.0,2.0,5292.0,313.0,08059|1|1|1
2023,12105,1,1,3,109.0,24.0,872.0,141.0,12105|1|1|3
2023,12069,1,1,1,900.0,175.0,5901.0,713.0,12069|1|1|1
2023,12021,1,1,1,240.0,63.0,3739.0,589.0,12021|1|1|1
2023,13107,1,1,1,61.0,50.0,88.0,30.0,13107|1|1|1
2022,48039,4,2,1,76.0,59.0,187.0,138.0,48039|4|2|1
2023,01101,2,2,1,118.0,80.0,75.0,33.0,01101|2|2|1
2023,12099,4,2,1,411.0,293.0,3116.0,1721.0,12099|4|2|1
2023,12039,1,1,1,271.0,174.0,176.0,52.0,12039|1|1|1
2023,12097,2,2,1,134.0,82.0,728.0,438.0,12097|2|2|1
2023,26145,32,1,1,62.0,36.0,321.0,103.0,26145|32|1|1
2023,27171,1,1,1,175.0,36.0,1782.0,184.0,27171|1|1|1
2023,27145,1,1,1,51.0,7.0,1228.0,75.0,27145|1|1|1
2023,29510,1,1,3,52.0,10.0,210.0,14.0,29510|1|1|3
2023,39049,1,2,1,128.0,25.0,276.0,31.0,39049|1|2|1
2023,42041,1,1,1,82.0,16.0,1776.0,191.0,42041|1|1|1
2023,42091,2,1,1,54.0,28.0,448.0,133.0,42091|2|1|1
2023,48157,32,1,1,362.0,192.0,502.0,184.0,48157|32|1|1
2023,51059,1,1,1,638.0,58.0,4827.0,229.0,51059|1|1|1
2023,51770,32,1,1,58.0,24.0,134.0,46.0,51770|32|1|1
2023,55079,2,1,1,131.0,87.0,440.0,133.0,55079|2|1|1
2024,06111,1,1,1,56.0,9.0,3078.0,311.0,06111|1|1|1
2024,12111,4,2,1,247.0,171.0,889.0,501.0,12111|4|2|1
2024,17119,1,1,1,232.0,63.0,2584.0,199.0,17119|1|1|1
2024,17143,1,1,1,173.0,27.0,1417.0,86.0,17143|1|1|1
2023,27053,1,2,1,165.0,23.0,575.0,78.0,27053|1|2|1
2023,48439,2,2,1,453.0,333.0,1901.0,992.0,48439|2|2|1
2024,06095,1,2,1,37.0,8.0,104.0,13.0,06095|1|2|1
2024,13279,1,1,1,38.0,21.0,104.0,31.0,13279|1|1|1
2024,13215,31,1,1,133.0,31.0,139.0,26.0,13215|31|1|1
2024,13089,1,2,1,205.0,41.0,134.0,19.0,13089|1|2|1
2024,13021,2,2,1,71.0,42.0,129.0,38.0,13021|2|2|1
2024,37085,31,1,1,119.0,25.0,352.0,67.0,37085|31|1|1
2024,40109,32,1,1,246.0,106.0,944.0,316.0,40109|32|1|1
2024,47125,32,1,1,267.0,114.0,646.0,179.0,47125|32|1|1
2024,48309,32,1,1,54.0,31.0,373.0,120.0,48309|32|1|1
2024,48453,32,1,1,158.0,68.0,1064.0,283.0,48453|32|1|1
2024,48203,1,1,1,134.0,81.0,612.0,180.0,48203|1|1|1
2024,48157,2,2,1,241.0,174.0,533.0,276.0,48157|2|2|1
2024,55079,1,1,3,111.0,15.0,447.0,37.0,55079|1|1|3
2025,06073,32,1,1,251.0,100.0,2644.0,726.0,06073|32|1|1
2025,06073,31,1,1,283.0,64.0,5038.0,825.0,06073|31|1|1
2025,12086,1,1,1,812.0,240.0,13458.0,2634.0,12086|1|1|1
2025,12097,1,1,1,607.0,130.0,4667.0,821.0,12097|1|1|1
2025,13089,1,2,1,321.0,57.0,134.0,20.0,13089|1|2|1
2025,13245,4,1,1,58.0,30.0,54.0,19.0,13245|4|1|1
2024,37051,2,2,1,195.0,105.0,224.0,100.0,37051|2|2|1
2024,32031,1,1,1,62.0,9.0,3299.0,296.0,32031|1|1|1
2025,37179,32,1,1,110.0,48.0,655.0,155.0,37179|32|1|1
2025,37101,31,1,1,149.0,40.0,578.0,103.0,37101|31|1|1
2025,45089,1,1,1,179.0,138.0,104.0,29.0,45089|1|1|1
2025,48351,1,1,1,48.0,42.0,132.0,60.0,48351|1|1|1
2025,48469,1,1,1,52.0,32.0,821.0,231.0,48469|1|1|1
2025,48423,31,1,1,49.0,23.0,460.0,108.0,48423|31|1|1
2025,51810,2,2,1,192.0,78.0,991.0,233.0,51810|2|2|1
2025,51800,4,2,1,159.0,79.0,202.0,73.0,51800|4|2|1
2018,26125,32,1,1,690.0,241.0,5934.0,1225.0,26125|32|1|1
2018,13247,4,2,1,79.0,55.0,33.0,19.0,13247|4|2|1
2018,13089,2,1,1,285.0,208.0,214.0,91.0,13089|2|1|1
2018,13039,32,1,1,59.0,30.0,184.0,46.0,13039|32|1|1
2018,37079,1,1,1,40.0,24.0,109.0,26.0,37079|1|1|1
2018,54039,1,1,1,57.0,14.0,1519.0,225.0,54039|1|1|1
2019,08005,32,1,1,769.0,230.0,6383.0,1098.0,08005|32|1|1
2019,08101,1,1,1,53.0,7.0,2262.0,207.0,08101|1|1|1
2019,37051,4,1,1,43.0,26.0,114.0,47.0,37051|4|1|1
2019,37081,31,2,1,58.0,16.0,352.0,79.0,37081|31|2|1
2019,47189,32,1,1,65.0,24.0,1021.0,199.0,47189|32|1|1
2019,47065,32,1,1,218.0,94.0,1480.0,335.0,47065|32|1|1
2019,47167,1,1,1,119.0,31.0,723.0,83.0,47167|1|1|1
2019,18097,1,1,3,69.0,11.0,792.0,75.0,18097|1|1|3
2019,37037,1,1,1,70.0,12.0,1047.0,78.0,37037|1|1|1
2019,32003,32,1,3,80.0,23.0,742.0,175.0,32003|32|1|3
2020,17019,32,1,1,29.0,8.0,776.0,78.0,17019|32|1|1
2020,17031,2,2,1,530.0,402.0,3023.0,1522.0,17031|2|2|1
2020,13033,1,1,1,89.0,67.0,140.0,51.0,13033|1|1|1
2020,13135,32,1,1,1264.0,409.0,3521.0,515.0,13135|32|1|1
2020,13135,2,2,1,383.0,264.0,819.0,354.0,13135|2|2|1
2020,13299,1,1,1,77.0,44.0,302.0,125.0,13299|1|1|1
2020,17119,32,1,1,34.0,7.0,1428.0,196.0,17119|32|1|1
2020,27053,1,1,1,1299.0,172.0,15294.0,626.0,27053|1|1|1
2021,18063,32,1,1,114.0,25.0,2188.0,280.0,18063|32|1|1
2020,39113,1,1,1,776.0,116.0,5816.0,390.0,39113|1|1|1
2020,39049,31,1,3,79.0,35.0,563.0,126.0,39049|31|1|3
2020,39049,31,2,1,83.0,56.0,697.0,220.0,39049|31|2|1
2020,45079,1,1,1,2917.0,624.0,3354.0,217.0,45079|1|1|1
2021,24005,1,2,1,188.0,30.0,214.0,42.0,24005|1|2|1
2021,24045,1,1,1,333.0,64.0,1101.0,122.0,24045|1|1|1
2021,32003,4,1,1,65.0,43.0,723.0,280.0,32003|4|1|1
2021,53053,4,2,1,99.0,62.0,1494.0,608.0,53053|4|2|1
2023,17161,1,1,1,121.0,12.0,1100.0,80.0,17161|1|1|1
2022,37081,4,2,1,387.0,177.0,858.0,271.0,37081|4|2|1
2023,37151,1,1,1,140.0,41.0,1267.0,266.0,37151|1|1|1
2023,37035,32,1,1,36.0,7.0,368.0,106.0,37035|32|1|1
2023,37185,1,1,1,59.0,36.0,83.0,13.0,37185|1|1|1
2023,37063,31,2,1,108.0,38.0,153.0,40.0,37063|31|2|1
2024,20177,1,1,1,89.0,15.0,1538.0,123.0,20177|1|1|1
2024,29169,1,1,1,39.0,3.0,564.0,84.0,29169|1|1|1
2023,36059,2,1,1,55.0,38.0,412.0,220.0,36059|2|1|1
2023,36047,1,2,1,41.0,22.0,102.0,52.0,36047|1|2|1
2024,25025,31,2,1,110.0,63.0,261.0,100.0,25025|31|2|1
2024,39061,1,1,3,90.0,14.0,428.0,40.0,39061|1|1|3
2025,01097,4,2,1,156.0,89.0,650.0,243.0,01097|4|2|1
2025,22073,32,1,1,56.0,35.0,160.0,49.0,22073|32|1|1
2025,22033,1,1,3,82.0,21.0,192.0,32.0,22033|1|1|3
2025,28127,1,1,1,138.0,91.0,210.0,62.0,28127|1|1|1
2025,28091,1,1,1,154.0,118.0,194.0,60.0,28091|1|1|1
2025,28033,4,2,1,184.0,110.0,405.0,123.0,28033|4|2|1
2025,28049,4,1,1,172.0,113.0,74.0,18.0,28049|4|1|1
2024,39061,31,1,1,230.0,68.0,932.0,160.0,39061|31|1|1
2024,45061,1,1,1,84.0,64.0,45.0,11.0,45061|1|1|1
2024,51760,32,1,3,33.0,7.0,29.0,4.0,51760|32|1|3
2024,51153,1,2,1,36.0,8.0,76.0,21.0,51153|1|2|1
2025,01041,1,1,1,32.0,22.0,93.0,28.0,01041|1|1|1
2025,17119,1,1,1,232.0,57.0,2719.0,230.0,17119|1|1|1
2025,22051,4,2,1,83.0,40.0,434.0,171.0,22051|4|2|1
2025,55101,1,1,1,103.0,19.0,1655.0,119.0,55101|1|1|1
2025,36087,2,2,1,53.0,27.0,464.0,201.0,36087|2|2|1
2025,36029,31,1,1,78.0,29.0,1284.0,253.0,36029|31|1|1
2025,36059,2,1,1,56.0,28.0,446.0,184.0,36059|2|1|1
2025,36081,4,1,1,74.0,49.0,184.0,76.0,36081|4|1|1
2025,36005,32,1,3,46.0,19.0,166.0,38.0,36005|32|1|3
2025,41051,32,1,1,56.0,30.0,681.0,214.0,41051|32|1|1
2018,53033,2,2,1,304.0,161.0,6471.0,1829.0,53033|2|2|1
2019,72127,1,1,1,135.0,45.0,1617.0,349.0,72127|1|1|1
2019,01073,31,2,1,76.0,49.0,386.0,101.0,01073|31|2|1
2019,44007,1,1,1,594.0,98.0,5709.0,474.0,44007|1|1|1
2020,01113,31,1,1,277.0,66.0,347.0,55.0,01113|31|1|1
2020,28091,1,1,1,74.0,50.0,173.0,53.0,28091|1|1|1
2020,25023,2,2,1,98.0,75.0,1344.0,464.0,25023|2|2|1
2021,27003,1,1,1,609.0,65.0,5154.0,370.0,27003|1|1|1
2021,28085,1,1,1,137.0,81.0,344.0,110.0,28085|1|1|1
2021,28049,32,1,1,331.0,177.0,301.0,54.0,28049|32|1|1
2021,28059,32,1,1,92.0,39.0,702.0,155.0,28059|32|1|1
2020,49049,1,1,1,99.0,14.0,12417.0,774.0,49049|1|1|1
2020,49035,2,2,1,32.0,16.0,3563.0,913.0,49035|2|2|1
2021,22079,32,1,1,66.0,29.0,365.0,71.0,22079|32|1|1
2022,01013,1,1,1,119.0,93.0,116.0,51.0,01013|1|1|1
2022,01051,32,1,1,81.0,45.0,368.0,98.0,01051|32|1|1
2022,21111,4,2,1,197.0,89.0,1564.0,436.0,21111|4|2|1
2022,27053,4,2,1,167.0,100.0,2093.0,652.0,27053|4|2|1
2021,41051,4,2,1,43.0,26.0,882.0,277.0,41051|4|2|1
2022,01025,1,1,1,125.0,78.0,108.0,28.0,01025|1|1|1
2022,34033,1,1,1,123.0,30.0,638.0,79.0,34033|1|1|1
2022,34005,4,1,1,36.0,24.0,257.0,118.0,34005|4|1|1
2023,06037,1,1,1,1928.0,435.0,19753.0,2484.0,06037|1|1|1
2023,06067,4,2,1,276.0,160.0,1587.0,722.0,06067|4|2|1
2023,18141,1,1,1,239.0,57.0,2203.0,232.0,18141|1|1|1
2023,18063,32,1,1,66.0,25.0,508.0,122.0,18063|32|1|1
2023,18039,1,1,1,80.0,42.0,1964.0,263.0,18039|1|1|1
2023,22071,4,1,1,86.0,60.0,73.0,20.0,22071|4|1|1
2023,18089,4,2,1,109.0,81.0,829.0,371.0,18089|4|2|1
2024,01101,2,2,1,179.0,107.0,128.0,36.0,01101|2|2|1
2024,18097,1,2,1,161.0,36.0,426.0,53.0,18097|1|2|1
2024,18091,1,1,1,44.0,6.0,919.0,125.0,18091|1|1|1
2024,28043,1,1,1,52.0,22.0,83.0,15.0,28043|1|1|1
2024,28025,1,1,1,117.0,72.0,77.0,17.0,28025|1|1|1
2024,36059,4,2,1,363.0,246.0,1881.0,931.0,36059|4|2|1
2024,01125,32,1,1,165.0,72.0,238.0,73.0,01125|32|1|1
2024,24033,2,2,1,1689.0,880.0,356.0,174.0,24033|2|2|1
2024,36047,4,1,1,111.0,64.0,172.0,83.0,36047|4|1|1
2024,42043,2,2,1,107.0,51.0,827.0,243.0,42043|2|2|1
2025,24005,32,2,1,366.0,119.0,687.0,119.0,24005|32|2|1
2025,24025,2,2,1,93.0,43.0,488.0,129.0,24025|2|2|1
2025,24005,31,2,1,87.0,41.0,303.0,69.0,24005|31|2|1
2025,53033,4,2,1,229.0,133.0,2441.0,867.0,53033|4|2|1
2018,45037,1,1,1,38.0,14.0,222.0,41.0,45037|1|1|1
2019,22001,1,1,1,57.0,31.0,471.0,117.0,22001|1|1|1
2020,11001,1,1,3,105.0,21.0,153.0,13.0,11001|1|1|3
2021,21111,1,1,1,1814.0,253.0,9191.0,698.0,21111|1|1|1
2021,45085,31,1,1,346.0,88.0,725.0,103.0,45085|31|1|1
2023,05107,1,1,1,47.0,18.0,34.0,11.0,05107|1|1|1
2023,11001,32,1,1,387.0,160.0,130.0,42.0,11001|32|1|1
2023,45079,4,1,1,103.0,66.0,97.0,39.0,45079|4|1|1
2025,04013,31,1,1,584.0,160.0,9902.0,1705.0,04013|31|1|1
2025,47157,1,1,3,101.0,21.0,498.0,49.0,47157|1|1|3
2019,31153,1,1,1,89.0,10.0,3059.0,119.0,31153|1|1|1
2019,31055,4,2,1,57.0,31.0,1049.0,340.0,31055|4|2|1
2019,45083,31,1,1,231.0,82.0,1171.0,265.0,45083|31|1|1
2019,45091,2,2,1,50.0,28.0,453.0,168.0,45091|2|2|1
2025,36103,2,2,1,298.0,207.0,3302.0,1416.0,36103|2|2|1
2025,36059,31,1,1,158.0,46.0,1101.0,264.0,36059|31|1|1
2025,36083,1,1,1,65.0,15.0,997.0,81.0,36083|1|1|1
2025,36059,32,1,1,309.0,115.0,1155.0,273.0,36059|32|1|1
2025,36085,32,1,1,56.0,22.0,345.0,89.0,36085|32|1|1
2018,47189,1,1,1,146.0,31.0,2431.0,210.0,47189|1|1|1
2018,53067,32,1,1,66.0,24.0,1583.0,359.0,53067|32|1|1
2019,01015,1,1,1,188.0,43.0,1121.0,207.0,01015|1|1|1
2019,01125,32,1,1,185.0,88.0,570.0,118.0,01125|32|1|1
2019,40143,32,1,1,107.0,59.0,1363.0,400.0,40143|32|1|1
2020,01023,1,1,1,66.0,45.0,72.0,28.0,01023|1|1|1
2020,35001,1,1,1,206.0,19.0,7881.0,710.0,35001|1|1|1
2021,22103,1,1,1,1230.0,308.0,4088.0,363.0,22103|1|1|1
2021,28007,1,1,1,68.0,42.0,94.0,28.0,28007|1|1|1
2022,01101,4,1,1,47.0,33.0,52.0,19.0,01101|4|1|1
2022,17031,32,2,1,80.0,35.0,618.0,150.0,17031|32|2|1
2023,06029,32,1,1,104.0,44.0,1072.0,413.0,06029|32|1|1
2023,06077,32,1,1,127.0,64.0,546.0,176.0,06077|32|1|1
2023,06071,1,1,3,41.0,12.0,629.0,98.0,06071|1|1|3
2023,22033,31,1,1,107.0,30.0,171.0,31.0,22033|31|1|1
2023,22079,1,1,1,333.0,135.0,870.0,247.0,22079|1|1|1
2022,45045,1,1,1,781.0,212.0,6813.0,631.0,45045|1|1|1
2022,45083,1,1,1,1026.0,311.0,4866.0,745.0,45083|1|1|1
2024,18163,1,1,1,107.0,33.0,1768.0,168.0,18163|1|1|1
2024,01035,1,1,1,44.0,29.0,47.0,15.0,01035|1|1|1
2024,24033,4,1,1,197.0,127.0,71.0,39.0,24033|4|1|1
2024,42017,32,1,1,53.0,22.0,993.0,292.0,42017|32|1|1
2024,42089,1,1,1,206.0,29.0,1145.0,157.0,42089|1|1|1
2024,36067,2,2,1,105.0,49.0,1184.0,268.0,36067|2|2|1
2024,36055,1,2,1,27.0,8.0,166.0,36.0,36055|1|2|1
2025,24025,32,1,1,138.0,58.0,425.0,120.0,24025|32|1|1
2025,24021,31,1,1,106.0,29.0,621.0,91.0,24021|31|1|1
2025,42043,2,1,1,37.0,28.0,237.0,82.0,42043|2|1|1
2018,27003,1,1,1,398.0,56.0,4625.0,339.0,27003|1|1|1
2018,34021,1,1,1,380.0,88.0,1995.0,147.0,34021|1|1|1
2018,45083,31,1,1,159.0,78.0,863.0,263.0,45083|31|1|1
2019,22057,1,1,1,161.0,68.0,992.0,168.0,22057|1|1|1
2021,21227,1,1,1,105.0,16.0,1741.0,188.0,21227|1|1|1
2022,13245,2,2,1,86.0,60.0,77.0,27.0,13245|2|2|1
2021,45041,1,1,1,959.0,362.0,1158.0,173.0,45041|1|1|1
2021,45083,4,2,1,41.0,25.0,386.0,156.0,45083|4|2|1
2022,25009,4,2,1,98.0,50.0,1671.0,594.0,25009|4|2|1
2023,05051,1,1,1,71.0,43.0,1045.0,300.0,05051|1|1|1
2025,18059,1,1,1,162.0,30.0,1535.0,97.0,18059|1|1|1
2018,01089,31,1,1,260.0,118.0,781.0,218.0,01089|31|1|1
2018,01109,1,1,1,59.0,30.0,227.0,35.0,01109|1|1|1
2018,06071,1,1,1,1198.0,193.0,15256.0,1855.0,06071|1|1|1
2018,06073,31,1,1,341.0,102.0,7704.0,1907.0,06073|31|1|1
2018,04013,31,1,1,625.0,212.0,14832.0,3661.0,04013|31|1|1
2018,17097,32,1,1,94.0,53.0,1983.0,527.0,17097|32|1|1
2018,12057,31,1,1,428.0,213.0,2505.0,851.0,12057|31|1|1
2018,12117,32,1,1,198.0,85.0,1836.0,531.0,12117|32|1|1
2018,12097,1,1,2,85.0,8.0,800.0,123.0,12097|1|1|2
2018,12079,1,1,1,53.0,42.0,102.0,47.0,12079|1|1|1
2018,12073,1,1,3,35.0,7.0,177.0,23.0,12073|1|1|3
2018,12083,2,1,1,35.0,28.0,509.0,246.0,12083|2|1|1
2018,24033,4,2,1,1097.0,762.0,278.0,183.0,24033|4|2|1
2018,35001,32,1,1,82.0,38.0,1994.0,691.0,35001|32|1|1
2018,36029,4,1,1,52.0,34.0,774.0,254.0,36029|4|1|1
2018,36071,31,1,1,82.0,33.0,749.0,224.0,36071|31|1|1
2018,39017,32,1,1,78.0,45.0,1279.0,330.0,39017|32|1|1
2018,39035,4,1,1,413.0,314.0,1459.0,728.0,39035|4|1|1
2018,55101,32,1,1,26.0,14.0,727.0,198.0,55101|32|1|1
2019,04013,2,1,1,109.0,74.0,3292.0,1358.0,04013|2|1|1
2019,12009,2,1,1,63.0,48.0,702.0,356.0,12009|2|1|1
2019,13217,4,2,1,85.0,72.0,91.0,45.0,13217|4|2|1
2019,21093,1,1,1,127.0,16.0,1392.0,210.0,21093|1|1|1
2019,34007,2,2,1,121.0,83.0,852.0,419.0,34007|2|2|1
2019,34025,32,1,1,143.0,52.0,3140.0,667.0,34025|32|1|1
2019,39017,32,1,1,91.0,29.0,1517.0,322.0,39017|32|1|1
2019,39093,32,1,1,42.0,20.0,1261.0,297.0,39093|32|1|1
2019,42101,1,1,1,3008.0,536.0,6965.0,483.0,42101|1|1|1
2019,42125,1,1,1,45.0,9.0,2319.0,202.0,42125|1|1|1
2019,42101,31,1,3,137.0,65.0,345.0,85.0,42101|31|1|3
2019,48251,1,1,1,153.0,35.0,2701.0,410.0,48251|1|1|1
2019,51810,32,1,1,369.0,159.0,1641.0,385.0,51810|32|1|1
2019,51149,1,1,1,106.0,28.0,287.0,37.0,51149|1|1|1
2019,51085,1,1,1,95.0,9.0,1467.0,49.0,51085|1|1|1
2019,06073,4,2,1,173.0,106.0,4931.0,2009.0,06073|4|2|1
2019,12015,1,1,1,100.0,14.0,3182.0,339.0,12015|1|1|1
2019,12047,1,1,1,29.0,22.0,114.0,54.0,12047|1|1|1
2019,26099,4,1,1,40.0,22.0,755.0,281.0,26099|4|1|1
2019,26065,4,2,1,26.0,4.0,527.0,116.0,26065|4|2|1
2019,36059,32,1,1,572.0,172.0,4859.0,928.0,36059|32|1|1
2019,39153,4,2,1,91.0,52.0,1348.0,470.0,39153|4|2|1
2019,48309,32,1,1,60.0,36.0,579.0,157.0,48309|32|1|1
2020,06065,31,1,1,3957.0,717.0,47249.0,6026.0,06065|31|1|1
2020,12035,32,1,1,47.0,12.0,851.0,181.0,12035|32|1|1
2020,12033,32,1,1,134.0,51.0,1219.0,283.0,12033|32|1|1
2020,18163,1,1,1,105.0,15.0,2475.0,170.0,18163|1|1|1
2020,22017,4,1,1,32.0,21.0,77.0,29.0,22017|4|1|1
2020,26163,4,2,1,140.0,93.0,1026.0,452.0,26163|4|2|1
2020,42045,31,1,1,743.0,231.0,7669.0,952.0,42045|31|1|1
2020,48085,4,2,1,70.0,45.0,671.0,379.0,48085|4|2|1
2020,08031,1,2,1,77.0,17.0,749.0,95.0,08031|1|2|1
2020,12105,2,1,1,47.0,33.0,506.0,182.0,12105|2|1|1
2020,12065,1,1,1,62.0,44.0,131.0,25.0,12065|1|1|1
2020,12011,2,2,1,405.0,292.0,2011.0,1116.0,12011|2|2|1
2020,24021,2,2,1,28.0,24.0,414.0,167.0,24021|2|2|1
2020,26125,31,2,1,49.0,26.0,698.0,205.0,26125|31|2|1
2020,29189,32,1,1,424.0,155.0,6346.0,600.0,29189|32|1|1
2020,37161,1,1,1,43.0,16.0,757.0,134.0,37161|1|1|1
2020,37155,1,1,1,663.0,442.0,479.0,190.0,37155|1|1|1
2020,36005,32,1,1,410.0,147.0,559.0,134.0,36005|32|1|1
2020,47149,4,2,1,42.0,31.0,470.0,220.0,47149|4|2|1
2020,48257,31,1,1,496.0,131.0,2111.0,337.0,48257|31|1|1
2020,48029,32,1,3,49.0,8.0,541.0,119.0,48029|32|1|3
2021,06029,32,1,1,281.0,74.0,5768.0,924.0,06029|32|1|1
2021,06065,1,2,1,149.0,31.0,987.0,159.0,06065|1|2|1
2021,08005,1,2,1,121.0,15.0,732.0,72.0,08005|1|2|1
2021,12086,32,1,1,1649.0,592.0,11748.0,2809.0,12086|32|1|1
2021,13121,31,1,3,304.0,92.0,425.0,79.0,13121|31|1|3
2021,13297,32,1,1,143.0,47.0,1039.0,152.0,13297|32|1|1
2021,13051,2,2,1,93.0,70.0,249.0,102.0,13051|2|2|1
2021,17031,32,1,1,4347.0,1554.0,17499.0,2636.0,17031|32|1|1
2020,51710,2,2,1,35.0,26.0,125.0,61.0,51710|2|2|1
2020,51087,1,2,1,193.0,32.0,184.0,24.0,51087|1|2|1
2020,55079,1,2,1,54.0,13.0,222.0,46.0,55079|1|2|1
2021,06073,32,1,3,142.0,36.0,2953.0,407.0,06073|32|1|3
2021,06037,31,2,1,100.0,50.0,1312.0,501.0,06037|31|2|1
2021,10003,2,2,1,271.0,179.0,910.0,300.0,10003|2|2|1
2021,10005,2,2,1,29.0,24.0,535.0,201.0,10005|2|2|1
2021,12011,1,1,3,276.0,63.0,1987.0,297.0,12011|1|1|3
2021,12099,2,2,1,226.0,161.0,2312.0,1181.0,12099|2|2|1
2021,12095,31,2,1,28.0,18.0,192.0,82.0,12095|31|2|1
2021,13215,32,1,1,278.0,123.0,487.0,86.0,13215|32|1|1
2021,25023,4,2,1,74.0,43.0,1039.0,350.0,25023|4|2|1
2021,25021,2,2,1,157.0,93.0,1673.0,469.0,25021|2|2|1
2021,37155,1,1,1,411.0,250.0,403.0,108.0,37155|1|1|1
2021,37067,2,1,1,36.0,22.0,213.0,63.0,37067|2|1|1
2021,34033,1,1,1,124.0,28.0,672.0,59.0,34033|1|1|1
2021,34003,2,2,1,87.0,52.0,1254.0,555.0,34003|2|2|1
2021,39165,1,1,1,154.0,14.0,3725.0,169.0,39165|1|1|1
